251,1300
252,997
253,1163
254,1480
255,2131
256,1833
257,1161
258,1168
259,1570
260,1675
261,966
262,1395
263,1638
264,1713
265,1799
266,1917
267,1894
268,1009
269,1003
270,1962
271,1730
272,731
273,2166
274,1059
275,1520
276,1708
277,1227
278,1085
279,1045
280,1720
281,1495
282,960
283,1420
284,1318
285,740
286,878
287,1357
288,2318
289,1544
290,1583
291,1693
292,1153
293,1469
294,2004
295,1114
296,1281
297,1500
298,1409
299,942
300,792
301,704
302,1584
303,1004
304,795
305,1000
306,2156
307,639
308,1391
309,1644
310,1398
311,967
312,1578
313,1068
314,1419
315,1784
316,1952
317,996
318,1485
319,1419
320,1534
321,1633
322,1013
323,2085
324,3102
325,1859
326,983
327,2169
328,2086
329,2204
330,1578
331,1526
332,1725
333,936
334,1678
335,1573
336,1187
337,1535
338,1333
339,1701
340,1925
341,1651
342,1491
343,1800
344,1976
345,1246
346,2141
347,1351
348,1505
349,1377
350,2386
351,1304
352,1424
353,1881
354,2393
355,1599
356,1444
357,1985
358,1158
359,2098
360,1540
361,1410
362,2115
363,1278
364,2039
365,2021
366,1901
367,1139
368,1903
369,2074
370,3661
371,1799
372,2431
373,1499
374,1040
375,1825
376,1733
377,1727
378,1076
379,1598
380,1146
381,1534
382,1514
383,1540
384,1445
385,1248
386,1710
387,2114
388,1816
389,1759
390,2173
391,1791
392,1710
393,1930
394,1803
395,1879
396,2289
397,1839
398,1641
399,1374
400,1524
401,1360
402,1303
403,1654
404,1928
405,1558
406,1736
407,1752
408,1042
409,1201
410,1498
411,2101
412,2389
413,1326
414,1285
415,1413
416,1970
417,1242
418,1920
419,1163
420,1651
421,1300
422,1850
423,1799
424,1703
425,1627
426,1522
427,1409
428,2631
429,1647
430,1536
431,1433
432,1749
433,1274
434,1658
435,1579
436,1607
437,1382
438,1322
439,1168
440,1067
441,1890
442,1659
443,1064
444,868
445,1288
446,2166
447,1382
448,1417
449,2018
450,1777
451,1596
452,1420
453,1324
454,1899
455,1513
456,1683
457,1369
458,1266
459,1034
460,2045
461,1498
462,1607
463,1331
464,1132
465,1238
466,2298
467,1241
468,2039
469,1177
470,1220
471,1746
472,1917
473,1165
474,860
475,1830
476,1170
477,1229
478,1274
479,1900
480,1867
481,1610
482,1963
483,1669
484,1291
485,1751
486,1335
487,1323
488,1652
489,2086
490,1437
491,1731
492,1950
493,2203
494,2260
495,1580
496,1562
497,1860
498,1793
499,1000
500,1912

