501,2475
502,2105
503,1732
504,2309
505,1874
506,1816
507,1097
508,2015
509,2241
510,2772
511,1320
512,2738
513,1389
514,2251
515,2167
516,2028
517,1590
518,2341
519,2011
520,1613
521,1671
522,1999
523,2894
524,2637
525,1884
526,2404
527,2255
528,1960
529,1847
530,1558
531,1559
532,2040
533,1996
534,2051
535,1803
536,1969
537,1937
538,2082
539,1408
540,2731
541,2220
542,2330
543,2437
544,1915
545,1986
546,2145
547,2276
548,2157
549,2626
550,1536
551,1558
552,3044
553,2246
554,2383
555,2009
556,1972
557,2145
558,2102
559,2327
560,1732
561,2640
562,1992
563,2199
564,2393
565,2190
566,2495
567,2390
568,2435
569,1737
570,2052
571,2034
572,1834
573,3005
574,1429
575,2215
576,1902
577,2284
578,1993
579,2059
580,2169
581,1981
582,2098
583,2506
584,1911
585,2560
586,1301
587,1859
588,2286
589,1734
590,2156
591,2402
592,2404
593,3244
594,1977
595,2412
596,2007
597,2014
598,1564
599,2022
600,1772
601,2582
602,1845
603,1621
604,1770
605,2021
606,2355
607,1996
608,2127
609,2113
610,1935
611,2125
612,1786
613,2276
614,2978
615,2542
616,2112
617,1968
618,2368
619,2241
620,2073
621,2122
622,2166
623,2575
624,2500
625,2181
626,1967
627,2072
628,2027
629,2345
630,2024
631,2249
632,2455
633,2265
634,2425
635,2851
636,1997
637,3298
638,2366
639,1853
640,2896
641,2537
642,2300
643,2849
644,2974
645,1931
646,3009
647,2538
648,2782
649,2491
650,2408
651,2003
652,2752
653,2576
654,2818
655,2683
656,2628
657,2994
658,2303
659,2771
660,2607
661,2704
662,2839
663,3256
664,3025
665,2684
666,3006
667,3310
668,3183
669,2523
670,3401
671,2840
672,3193
673,2969
674,3337
675,3464
676,3264
677,3535
678,3089
679,2935
680,3007
681,4000
682,3488
683,2814
684,3382
685,2901
686,4260
687,3785
688,4139
689,3588
690,3343
691,3118
692,3456
693,4150
694,3827
695,3992
696,4667
697,3301
698,3931
699,4496
700,3402
701,3672
702,3550
703,4230
704,3805
705,3352
706,3602
707,4015
708,3548
709,3316
710,3932
711,3596
712,5289
713,3561
714,3990
715,3889
716,3636
717,3799
718,4188
719,5248
720,4176
721,4829
722,4346
723,4224
724,4813
725,3997
726,4357
727,4322
728,4156
729,4630
730,4415
731,4410
732,4724
733,4363
734,4798
735,4749
736,5143
737,4906
738,4309
739,4970
740,4813
741,5392
742,5906
743,4881
